"occurrenceID","basisofRecord","organismScope","catalogNumber","otherCatalogNumbers","eventID","scientificName","taxonRank","identifiedBy","identificationQualifier","identificationRemarks","organismRemarks","individualCount","institutionID","associatedMedia","lifestage","sex","preparations","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","supergenus","genus","subgenus","species","subspecies","locality","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","geoReferenceProtocol","year","month","day","maximumDepthInMeters","minimumDepthInMeters","recordedBy","samplingProtocol","habitatGeomorphologicalZone","habitatSubstrate","habitatBiotic","eventTime","verbatimCoordinates","eventMedia"
"KB17-119","Specimen","organism","442292",NA,"KANF013","Atherinidae","Family","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Atheriniformes",NA,NA,"Atherinidae",NA,NA,NA,NA,NA,NA,"Hawaii, Oahu, Kaneohe Bay, He'eia fish pond.",21.4372,-157.8058,50,"GPS",2017,5,23,3,0,"Loea Morgan| Keliiahonui Kotubetey| Kanaloa Bishop| Hi'ilei Kawelo| Keahi Piiohia| Kinohi Pizarro| Tina Ramoy| Lynne Parenti | Jonathan Daly","Hook and line|Cast-net|Dipnet","Lagoon floor","mud",NA,"10:00/15:00",NA,NA
"KB17-120","Specimen","organism","442293","AH9BM37","KANF013","Kuhlia xenura","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Kuhliidae",NA,NA,"Kuhlia",NA,"xenura",NA,"Hawaii, Oahu, Kaneohe Bay, He'eia fish pond.",21.4372,-157.8058,50,"GPS",2017,5,23,3,0,"Loea Morgan| Keliiahonui Kotubetey| Kanaloa Bishop| Hi'ilei Kawelo| Keahi Piiohia| Kinohi Pizarro| Tina Ramoy| Lynne Parenti | Jonathan Daly","Hook and line|Cast-net|Dipnet","Lagoon floor","mud",NA,"10:00/15:00",NA,NA
"KB17-121","Specimen","organism","442294","AH9BM38","KANF013","Kuhlia xenura","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Kuhliidae",NA,NA,"Kuhlia",NA,"xenura",NA,"Hawaii, Oahu, Kaneohe Bay, He'eia fish pond.",21.4372,-157.8058,50,"GPS",2017,5,23,3,0,"Loea Morgan| Keliiahonui Kotubetey| Kanaloa Bishop| Hi'ilei Kawelo| Keahi Piiohia| Kinohi Pizarro| Tina Ramoy| Lynne Parenti | Jonathan Daly","Hook and line|Cast-net|Dipnet","Lagoon floor","mud",NA,"10:00/15:00",NA,NA
"KB17-122","Specimen","organism","442295","AH9BM39|AH9BM40","KANF013","Kuhlia xenura","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Kuhliidae",NA,NA,"Kuhlia",NA,"xenura",NA,"Hawaii, Oahu, Kaneohe Bay, He'eia fish pond.",21.4372,-157.8058,50,"GPS",2017,5,23,3,0,"Loea Morgan| Keliiahonui Kotubetey| Kanaloa Bishop| Hi'ilei Kawelo| Keahi Piiohia| Kinohi Pizarro| Tina Ramoy| Lynne Parenti | Jonathan Daly","Hook and line|Cast-net|Dipnet","Lagoon floor","mud",NA,"10:00/15:00",NA,NA
"KB17-123","Specimen","organism","442296","AH9BM47|AH9BM48","KANF015","Foa brachygramma","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Apogonidae",NA,NA,"Foa",NA,"brachygramma",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, leeward side, sand flat in front of Lanai suites.",21.4331,-157.7905,NA,NA,2017,5,25,0.3,0,"Daniel Gross","Dipnet","Inner fringing reef flat","silty sand",NA,NA,NA,NA
"KB17-124","Specimen","organism","442297","AH9BM49|AH9BM50","KANF015","Carangidae","Family","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Carangidae",NA,NA,NA,NA,NA,NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, leeward side, sand flat in front of Lanai suites.",21.4331,-157.7905,NA,NA,2017,5,25,0.3,0,"Daniel Gross","Dipnet","Inner fringing reef flat","silty sand",NA,NA,NA,NA
"KB17-125","Specimen","organism","442298","AH9BM51|AH9BM52","KANF018","Sebastapistes coniorta","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Scorpaeniformes",NA,NA,"Scorpaenidae",NA,NA,"Sebastapistes",NA,"coniorta",NA,"Hawaii, Oahu, Kaneohe Bay, Kapapa Island, NE side.",21.4775,-157.7949,NA,NA,2017,5,25,6,4,"Gustav Paulay | Macroinvertebrate Bioblitz team","Scuba",NA,NA,NA,NA,NA,NA
"KB17-126","Specimen","organism","442299","AH9BM53|AH9BM54","KANF019","Apogonichthys perdix","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Apogonidae",NA,NA,"Apogonichthys",NA,"perdix",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-127","Specimen","organism","442300","AH9BM55|AH9BM56","KANF019","Chaetodon lunula","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Chaetodontidae",NA,NA,"Chaetodon",NA,"lunula",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-128","Specimen","organism","442301","AH9BM57|AH9BM58","KANF019","Chaetodon ephippium","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Chaetodontidae",NA,NA,"Chaetodon",NA,"ephippium",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-129","Specimen","organism","442302","AH9BM59","KANF019","Chaetodon lunula","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Chaetodontidae",NA,NA,"Chaetodon",NA,"lunula",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-130","Specimen","organism","442303","AH9BM41|AH9BM42","KANF014","Chaetodon lunula","Species","Lynne R. Parenti",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Chaetodontidae",NA,NA,"Chaetodon",NA,"lunula",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,10,"GPS",2017,5,24,0,0,"Lynne Parenti","Dipnet","Lagoon floor","mud",NA,"06:15/07:15",NA,NA
"KB17-131","Specimen","organism","442304","AH9BM43|AH9BM44","KANF014","Acanthurus","Genus","Lynne R. Parenti",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Acanthuridae",NA,NA,"Acanthurus",NA,NA,NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,10,"GPS",2017,5,24,0,0,"Lynne Parenti","Dipnet","Lagoon floor","mud",NA,"06:15/07:15",NA,NA
"KB17-132","Specimen","organism","442305","AH9BM46","KANF014","Eviota susanae","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","N",NA,NA,"Ethanol fixed specimen","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Gobiidae",NA,NA,"Eviota",NA,"susanae",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,10,"GPS",2017,5,24,0,0,"Lynne Parenti","Dipnet","Lagoon floor","mud",NA,"06:15/07:15",NA,NA
"KB17-133","Specimen","organism","442306","AH9BM60|AH9BM61","KANF019","Ctenochaetus strigosus","Species","Diane E. Pitassy","cf",NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Acanthuridae",NA,NA,"Ctenochaetus",NA,"strigosus",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-134","Specimen","organism","442307","AH9BM62|AH9BM63","KANF019","Acanthurus triostegus","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Acanthuridae",NA,NA,"Acanthurus",NA,"triostegus",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-135","Specimen","organism","442308","AH9BM71|AH9BM72","KANF019","Synodontidae","Family","Lynne R. Parenti","cf",NA,"Leptocephalus.",1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Aulopiformes",NA,NA,"Synodontidae",NA,NA,NA,NA,NA,NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-136","Specimen","organism","442309","AH9BM73|AH9BM74","KANF019","Atherinidae","Family","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Atheriniformes",NA,NA,"Atherinidae",NA,NA,NA,NA,NA,NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-137","Specimen","organism","442310","AH9BM75|AH9BM76","KANF019","Acanthurus triostegus","Species","Diane E. Pitassy","cf",NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Acanthuridae",NA,NA,"Acanthurus",NA,"triostegus",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-138","Specimen","organism","442311","AH9BM77|AH9BM78","KANF019","Actinopterygii","Class",NA,NA,NA,"Leptocephalus.",1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-139","Specimen","organism","442312","AH9BM79|AH9BM80","KANF019","Gymnothorax","Genus","Lynne R. Parenti",NA,NA,"Leptocephalus.",1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Anguilliformes",NA,NA,"Muraenidae",NA,NA,"Gymnothorax",NA,NA,NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-140","Specimen","organism","442313","AH9BM81|AH9BM82","KANF019","Parablennius thysanius","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Blenniidae",NA,NA,"Parablennius",NA,"thysanius",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-141","Specimen","organism","442314","AH9BM83|AH9BM84","KANF019","Chaetodon lunula","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Chaetodontidae",NA,NA,"Chaetodon",NA,"lunula",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-142","Specimen","organism","442315","AH9BM87|AH9BM88","KANF019","Canthigaster jactator","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Tetraodontiformes",NA,NA,"Tetraodontidae",NA,NA,"Canthigaster",NA,"jactator",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-143","Specimen","organism","442316","AH9BM85|AH9BM86","KANF019","Parablennius thysanius","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Blenniidae",NA,NA,"Parablennius",NA,"thysanius",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-144","Specimen","organism","442317","AH9BM89|AH9BM90","KANF019","Chaetodon lunula","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Chaetodontidae",NA,NA,"Chaetodon",NA,"lunula",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-145","Specimen","organism","442318","AH9BM91|AH9BM92","KANF019","Microcanthus strigatus","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Kyphosidae",NA,NA,"Microcanthus",NA,"strigatus",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-146","Specimen","organism","442319","AH9BM93|AH9BM94","KANF019","Gymnothorax undulatus","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Anguilliformes",NA,NA,"Muraenidae",NA,NA,"Gymnothorax",NA,"undulatus",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-147","Specimen","organism","442320","AH9BM95|AH9BM96","KANF019","Canthigaster jactator","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Tetraodontiformes",NA,NA,"Tetraodontidae",NA,NA,"Canthigaster",NA,"jactator",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-148","Specimen","organism","442321","AH9BM97","KANF019","Acanthurus triostegus","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Acanthuridae",NA,NA,"Acanthurus",NA,"triostegus",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-149","Specimen","organism","442322","AH9BM98|AH9BM99","KANF019","Hippocampus kuda","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Syngnathiformes",NA,NA,"Syngnathidae",NA,NA,"Hippocampus",NA,"kuda",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-150","Specimen","organism","442323","AH9BN00|AH9BN01","KANF019","Acanthurus nigrofuscus","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Acanthuridae",NA,NA,"Acanthurus",NA,"nigrofuscus",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-151","Specimen","organism","442324","AH9BN02|AH9BN03","KANF019","Chaetodon auriga","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Chaetodontidae",NA,NA,"Chaetodon",NA,"auriga",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-152","Specimen","organism","442325","AH9BN04|AH9BN05","KANF019","Acanthurus nigrofuscus","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Acanthuridae",NA,NA,"Acanthurus",NA,"nigrofuscus",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-153","Specimen","organism","442326","AH9BN06|AH9BN07","KANF019","Acanthurus nigrofuscus","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Acanthuridae",NA,NA,"Acanthurus",NA,"nigrofuscus",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-154","Specimen","organism","442327","AH9BN08|AH9BN09","KANF019","Arothron hispidus","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Tetraodontiformes",NA,NA,"Tetraodontidae",NA,NA,"Arothron",NA,"hispidus",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-155","Specimen","organism","442328","AH9BN10|AH9BN11","KANF019","Scarus psittacus","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Scaridae",NA,NA,"Scarus",NA,"psittacus",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-156","Specimen","organism","442329","AH9BN12|AH9BN13","KANF019","Acanthurus nigrofuscus","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Acanthuridae",NA,NA,"Acanthurus",NA,"nigrofuscus",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-157","Specimen","organism","442330","AH9BN14|AH9BN15","KANF019","Diodon","Genus","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Tetraodontiformes",NA,NA,"Diodontidae",NA,NA,"Diodon",NA,NA,NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-158","Specimen","organism","442331","AH9BN16|AH9BN17","KANF019","Apogonichthys perdix","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Apogonidae",NA,NA,"Apogonichthys",NA,"perdix",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-159","Specimen","organism","442332","AH9BN18","KANF019","Scarus","Genus","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Scaridae",NA,NA,"Scarus",NA,NA,NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
